“X”,“Y”,“Z”,“U”,“V”,“W”,“exx”,“eyy”,“e_xy”,“sigma”
17.5,50.5,0,0,0,0,0,0,0,0
17.5,51.5,0,0,0,0,0,0,0,0
17.5,52.5,0,0,0,0,0,0,0,0
17.5,53.5,0,0,0,0,0,0,0,0
17.5,54.5,0,0,0,0,0,0,0,0
18.5,0.5,0,-0.018,-0.495,0,0,0,0,0
18.5,1.5,0,-0.018,-0.485,0,0,0,0,0
18.5,2.5,0,-0.018,-0.475,0,0,0,0,0
18.5,3.5,0,-0.018,-0.465,0,0,0,0,0
18.5,4.5,0,-0.018,-0.455,0,0,0,0,0
18.5,5.5,0,-0.018,-0.445,0,0,0,0,0
18.5,6.5,0,-0.018,-0.435,0,0,0,0,0
18.5,7.5,0,-0.018,-0.425,0,0,0,0,0
18.5,8.5,0,-0.018,-0.415,0,0,0,0,0
18.5,9.5,0,-0.018,-0.405,0,0,0,0,0
18.5,10.5,0,-0.018,-0.395,0,0,0,0,0
18.5,11.5,0,-0.018,-0.385,0,0,0,0,0
18.5,12.5,0,-0.018,-0.375,0,0,0,0,0
18.5,13.5,0,-0.018,-0.365,0,0,0,0,0
18.5,14.5,0,-0.018,-0.355,0,0,0,0,0
18.5,15.5,0,-0.018,-0.345,0,0,0,0,0
18.5,16.5,0,-0.018,-0.335,0,0,0,0,0
18.5,17.5,0,-0.018,-0.325,0,0,0,0,0
18.5,18.5,0,-0.018,-0.315,0,0,0,0,0
18.5,19.5,0,-0.018,-0.305,0,0,0,0,0
18.5,20.5,0,-0.018,-0.295,0,0,0,0,0
18.5,21.5,0,-0.018,-0.285,0,0,0,0,0
18.5,22.5,0,-0.018,-0.275,0,0,0,0,0
18.5,23.5,0,-0.018,-0.265,0,0,0,0,0
18.5,24.5,0,-0.018,-0.255,0,0,0,0,0
18.5,25.5,0,-0.018,-0.245,0,0,0,0,0
18.5,26.5,0,-0.018,-0.235,0,0,0,0,0
18.5,27.5,0,-0.018,-0.225,0,0,0,0,0
18.5,28.5,0,-0.018,-0.215,0,0,0,0,0
18.5,29.5,0,-0.018,-0.205,0,0,0,0,0
18.5,30.5,0,-0.018,-0.195,0,0,0,0,0
18.5,31.5,0,-0.018,-0.185,0,0,0,0,0
18.5,32.5,0,-0.018,-0.175,0,0,0,0,0
18.5,33.5,0,-0.018,-0.165,0,0,0,0,0
18.5,34.5,0,-0.018,-0.155,0,0,0,0,0
18.5,35.5,0,-0.018,-0.145,0,0,0,0,0
18.5,36.5,0,-0.018,-0.135,0,0,0,0,0
18.5,37.5,0,-0.018,-0.125,0,0,0,0,0
18.5,38.5,0,-0.018,-0.115,0,0,0,0,0
18.5,39.5,0,-0.018,-0.105,0,0,0,0,0
18.5,40.5,0,-0.018,-0.095,0,0,0,0,0
18.5,41.5,0,-0.018,-0.085,0,0,0,0,0
18.5,42.5,0,-0.018,-0.075,0,0,0,0,0
18.5,43.5,0,-0.018,-0.065,0,0,0,0,0
18.5,44.5,0,-0.018,-0.055,0,0,0,0,0
18.5,45.5,0,0,0,0,0,0,0,0
18.5,46.5,0,0,0,0,0,0,0,0
18.5,47.5,0,0,0,0,0,0,0,0
18.5,48.5,0,0,0,0,0,0,0,0
18.5,49.5,0,0,0,0,0,0,0,0
18.5,50.5,0,0,0,0,0,0,0,0
18.5,51.5,0,0,0,0,0,0,0,0
18.5,52.5,0,0,0,0,0,0,0,0
18.5,53.5,0,0,0,0,0,0,0,0
18.5,54.5,0,0,0,0,0,0,0,0
19.5,0.5,0,-0.021,-0.495,0,0,0,0,0
19.5,1.5,0,-0.021,-0.485,0,0,0,0,0
19.5,2.5,0,-0.021,-0.475,0,0,0,0,0
19.5,3.5,0,-0.021,-0.465,0,0,0,0,0
19.5,4.5,0,-0.021,-0.455,0,0,0,0,0
19.5,5.5,0,-0.021,-0.445,0,0,0,0,0
19.5,6.5,0,-0.021,-0.435,0,0,0,0,0
19.5,7.5,0,-0.021,-0.425,0,0,0,0,0
19.5,8.5,0,-0.021,-0.415,0,0,0,0,0
19.5,9.5,0,-0.021,-0.405,0,0,0,0,0
19.5,10.5,0,-0.021,-0.395,0,0,0,0,0
19.5,11.5,0,-0.021,-0.385,0,0,0,0,0
19.5,12.5,0,-0.021,-0.375,0,0,0,0,0
19.5,13.5,0,-0.021,-0.365,0,0,0,0,0
19.5,14.5,0,-0.021,-0.355,0,0,0,0,0
19.5,15.5,0,-0.021,-0.345,0,0,0,0,0
19.5,16.5,0,-0.021,-0.335,0,0,0,0,0
19.5,17.5,0,-0.021,-0.325,0,0,0,0,0
19.5,18.5,0,-0.021,-0.315,0,0,0,0,0
19.5,19.5,0,-0.021,-0.305,0,0,0,0,0
19.5,20.5,0,-0.021,-0.295,0,0,0,0,0
19.5,21.5,0,-0.021,-0.285,0,0,0,0,0
19.5,22.5,0,-0.021,-0.275,0,0,0,0,0
19.5,23.5,0,-0.021,-0.265,0,0,0,0,0
19.5,24.5,0,-0.021,-0.255,0,0,0,0,0
19.5,25.5,0,-0.021,-0.245,0,0,0,0,0
19.5,26.5,0,-0.021,-0.235,0,0,0,0,0
19.5,27.5,0,-0.021,-0.225,0,0,0,0,0
19.5,28.5,0,-0.021,-0.215,0,0,0,0,0
19.5,29.5,0,-0.021,-0.205,0,0,0,0,0
19.5,30.5,0,-0.021,-0.195,0,0,0,0,0
19.5,31.5,0,-0.021,-0.185,0,0,0,0,0
19.5,32.5,0,-0.021,-0.175,0,0,0,0,0
19.5,33.5,0,-0.021,-0.165,0,0,0,0,0
19.5,34.5,0,-0.021,-0.155,0,0,0,0,0
19.5,35.5,0,-0.021,-0.145,0,0,0,0,0
19.5,36.5,0,-0.021,-0.135,0,0,0,0,0
19.5,37.5,0,-0.021,-0.125,0,0,0,0,0
19.5,38.5,0,-0.021,-0.115,0,0,0,0,0
19.5,39.5,0,-0.021,-0.105,0,0,0,0,0
19.5,40.5,0,-0.021,-0.095,0,0,0,0,0
19.5,41.5,0,-0.021,-0.085,0,0,0,0,0
19.5,42.5,0,-0.021,-0.075,0,0,0,0,0
19.5,43.5,0,-0.021,-0.065,0,0,0,0,0
19.5,44.5,0,-0.021,-0.055,0,0,0,0,0
19.5,45.5,0,0,0,0,0,0,0,0
19.5,46.5,0,0,0,0,0,0,0,0
19.5,47.5,0,0,0,0,0,0,0,0
19.5,48.5,0,0,0,0,0,0,0,0
19.5,49.5,0,0,0,0,0,0,0,0
19.5,50.5,0,0,0,0,0,0,0,0
19.5,51.5,0,0,0,0,0,0,0,0
19.5,52.5,0,0,0,0,0,0,0,0
19.5,53.5,0,0,0,0,0,0,0,0
19.5,54.5,0,0,0,0,0,0,0,0
20.5,0.5,0,-0.024,-0.495,0,0,0,0,0
20.5,1.5,0,-0.024,-0.485,0,0,0,0,0
20.5,2.5,0,-0.024,-0.475,0,0,0,0,0
20.5,3.5,0,-0.024,-0.465,0,0,0,0,0
20.5,4.5,0,-0.024,-0.455,0,0,0,0,0
20.5,5.5,0,-0.024,-0.445,0,0,0,0,0
20.5,6.5,0,-0.024,-0.435,0,0,0,0,0
20.5,7.5,0,-0.024,-0.425,0,0,0,0,0
20.5,8.5,0,-0.024,-0.415,0,0,0,0,0
20.5,9.5,0,-0.024,-0.405,0,0,0,0,0
20.5,10.5,0,-0.024,-0.395,0,0,0,0,0
20.5,11.5,0,-0.024,-0.385,0,0,0,0,0
20.5,12.5,0,-0.024,-0.375,0,0,0,0,0
20.5,13.5,0,-0.024,-0.365,0,0,0,0,0
20.5,14.5,0,-0.024,-0.355,0,0,0,0,0
20.5,15.5,0,-0.024,-0.345,0,0,0,0,0
20.5,16.5,0,-0.024,-0.335,0,0,0,0,0
20.5,17.5,0,-0.024,-0.325,0,0,0,0,0
20.5,18.5,0,-0.024,-0.315,0,0,0,0,0
20.5,19.5,0,-0.024,-0.305,0,0,0,0,0
20.5,20.5,0,-0.024,-0.295,0,0,0,0,0
20.5,21.5,0,-0.024,-0.285,0,0,0,0,0
20.5,22.5,0,-0.024,-0.275,0,0,0,0,0
20.5,23.5,0,-0.024,-0.265,0,0,0,0,0
20.5,24.5,0,-0.024,-0.255,0,0,0,0,0
20.5,25.5,0,-0.024,-0.245,0,0,0,0,0
20.5,26.5,0,-0.024,-0.235,0,0,0,0,0
20.5,27.5,0,-0.024,-0.225,0,0,0,0,0
20.5,28.5,0,-0.024,-0.215,0,0,0,0,0
20.5,29.5,0,-0.024,-0.205,0,0,0,0,0
20.5,30.5,0,-0.024,-0.195,0,0,0,0,0
20.5,31.5,0,-0.024,-0.185,0,0,0,0,0
20.5,32.5,0,-0.024,-0.175,0,0,0,0,0
20.5,33.5,0,-0.024,-0.165,0,0,0,0,0
20.5,34.5,0,-0.024,-0.155,0,0,0,0,0
20.5,35.5,0,-0.024,-0.145,0,0,0,0,0
20.5,36.5,0,-0.024,-0.135,0,0,0,0,0
20.5,37.5,0,-0.024,-0.125,0,0,0,0,0
20.5,38.5,0,-0.024,-0.115,0,0,0,0,0
20.5,39.5,0,-0.024,-0.105,0,0,0,0,0
20.5,40.5,0,-0.024,-0.095,0,0,0,0,0
20.5,41.5,0,-0.024,-0.085,0,0,0,0,0
20.5,42.5,0,-0.024,-0.075,0,0,0,0,0
20.5,43.5,0,-0.024,-0.065,0,0,0,0,0
20.5,44.5,0,-0.024,-0.055,0,0,0,0,0
20.5,45.5,0,0,0,0,0,0,0,0
20.5,46.5,0,0,0,0,0,0,0,0
20.5,47.5,0,0,0,0,0,0,0,0
20.5,48.5,0,0,0,0,0,0,0,0
20.5,49.5,0,0,0,0,0,0,0,0
20.5,50.5,0,0,0,0,0,0,0,0
20.5,51.5,0,0,0,0,0,0,0,0
20.5,52.5,0,0,0,0,0,0,0,0
20.5,53.5,0,0,0,0,0,0,0,0
20.5,54.5,0,0,0,0,0,0,0,0
21.5,0.5,0,-0.027,-0.495,0,0,0,0,0
21.5,1.5,0,-0.027,-0.485,0,0,0,0,0
21.5,2.5,0,-0.027,-0.475,0,0,0,0,0
21.5,3.5,0,-0.027,-0.465,0,0,0,0,0
21.5,4.5,0,-0.027,-0.455,0,0,0,0,0
21.5,5.5,0,-0.027,-0.445,0,0,0,0,0
21.5,6.5,0,-0.027,-0.435,0,0,0,0,0
21.5,7.5,0,-0.027,-0.425,0,0,0,0,0
21.5,8.5,0,-0.027,-0.415,0,0,0,0,0
21.5,9.5,0,-0.027,-0.405,0,0,0,0,0
21.5,10.5,0,-0.027,-0.395,0,0,0,0,0
21.5,11.5,0,-0.027,-0.385,0,0,0,0,0
21.5,12.5,0,-0.027,-0.375,0,0,0,0,0
21.5,13.5,0,-0.027,-0.365,0,0,0,0,0
21.5,14.5,0,-0.027,-0.355,0,0,0,0,0
21.5,15.5,0,-0.027,-0.345,0,0,0,0,0
21.5,16.5,0,-0.027,-0.335,0,0,0,0,0
21.5,17.5,0,-0.027,-0.325,0,0,0,0,0
21.5,18.5,0,-0.027,-0.315,0,0,0,0,0
21.5,19.5,0,-0.027,-0.305,0,0,0,0,0
21.5,20.5,0,-0.027,-0.295,0,0,0,0,0
21.5,21.5,0,-0.027,-0.285,0,0,0,0,0
21.5,22.5,0,-0.027,-0.275,0,0,0,0,0
21.5,23.5,0,-0.027,-0.265,0,0,0,0,0
21.5,24.5,0,-0.027,-0.255,0,0,0,0,0
21.5,25.5,0,-0.027,-0.245,0,0,0,0,0
21.5,26.5,0,-0.027,-0.235,0,0,0,0,0
21.5,27.5,0,-0.027,-0.225,0,0,0,0,0
21.5,28.5,0,-0.027,-0.215,0,0,0,0,0
21.5,29.5,0,-0.027,-0.205,0,0,0,0,0
21.5,30.5,0,-0.027,-0.195,0,0,0,0,0
21.5,31.5,0,-0.027,-0.185,0,0,0,0,0
21.5,32.5,0,-0.027,-0.175,0,0,0,0,0
21.5,33.5,0,-0.027,-0.165,0,0,0,0,0
21.5,34.5,0,-0.027,-0.155,0,0,0,0,0
21.5,35.5,0,-0.027,-0.145,0,0,0,0,0
21.5,36.5,0,-0.027,-0.135,0,0,0,0,0
21.5,37.5,0,-0.027,-0.125,0,0,0,0,0
21.5,38.5,0,-0.027,-0.115,0,0,0,0,0
21.5,39.5,0,-0.027,-0.105,0,0,0,0,0
21.5,40.5,0,-0.027,-0.095,0,0,0,0,0
21.5,41.5,0,-0.027,-0.085,0,0,0,0,0
21.5,42.5,0,-0.027,-0.075,0,0,0,0,0
21.5,43.5,0,-0.027,-0.065,0,0,0,0,0
21.5,44.5,0,-0.027,-0.055,0,0,0,0,0
21.5,45.5,0,0,0,0,0,0,0,0
21.5,46.5,0,0,0,0,0,0,0,0
21.5,47.5,0,0,0,0,0,0,0,0
21.5,48.5,0,0,0,0,0,0,0,0
21.5,49.5,0,0,0,0,0,0,0,0
21.5,50.5,0,0,0,0,0,0,0,0
21.5,51.5,0,0,0,0,0,0,0,0
21.5,52.5,0,0,0,0,0,0,0,0
21.5,53.5,0,0,0,0,0,0,0,0
21.5,54.5,0,0,0,0,0,0,0,0
22.5,0.5,0,-0.03,-0.495,0,0,0,0,0
22.5,1.5,0,-0.03,-0.485,0,0,0,0,0
22.5,2.5,0,-0.03,-0.475,0,0,0,0,0
22.5,3.5,0,-0.03,-0.465,0,0,0,0,0
22.5,4.5,0,-0.03,-0.455,0,0,0,0,0
22.5,5.5,0,-0.03,-0.445,0,0,0,0,0
22.5,6.5,0,-0.03,-0.435,0,0,0,0,0
22.5,7.5,0,-0.03,-0.425,0,0,0,0,0
22.5,8.5,0,-0.03,-0.415,0,0,0,0,0
22.5,9.5,0,-0.03,-0.405,0,0,0,0,0
22.5,10.5,0,-0.03,-0.395,0,0,0,0,0
22.5,11.5,0,-0.03,-0.385,0,0,0,0,0
22.5,12.5,0,-0.03,-0.375,0,0,0,0,0
22.5,13.5,0,-0.03,-0.365,0,0,0,0,0
22.5,14.5,0,-0.03,-0.355,0,0,0,0,0
22.5,15.5,0,-0.03,-0.345,0,0,0,0,0
22.5,16.5,0,-0.03,-0.335,0,0,0,0,0
22.5,17.5,0,-0.03,-0.325,0,0,0,0,0
22.5,18.5,0,-0.03,-0.315,0,0,0,0,0
22.5,19.5,0,-0.03,-0.305,0,0,0,0,0
22.5,20.5,0,-0.03,-0.295,0,0,0,0,0
22.5,21.5,0,-0.03,-0.285,0,0,0,0,0
22.5,22.5,0,-0.03,-0.275,0,0,0,0,0
22.5,23.5,0,-0.03,-0.265,0,0,0,0,0
22.5,24.5,0,-0.03,-0.255,0,0,0,0,0
22.5,25.5,0,-0.03,-0.245,0,0,0,0,0
22.5,26.5,0,-0.03,-0.235,0,0,0,0,0
22.5,27.5,0,-0.03,-0.225,0,0,0,0,0
22.5,28.5,0,-0.03,-0.215,0,0,0,0,0
22.5,29.5,0,-0.03,-0.205,0,0,0,0,0
22.5,30.5,0,-0.03,-0.195,0,0,0,0,0
22.5,31.5,0,-0.03,-0.185,0,0,0,0,0
22.5,32.5,0,-0.03,-0.175,0,0,0,0,0
22.5,33.5,0,-0.03,-0.165,0,0,0,0,0
22.5,34.5,0,-0.03,-0.155,0,0,0,0,0
22.5,35.5,0,-0.03,-0.145,0,0,0,0,0
22.5,36.5,0,-0.03,-0.135,0,0,0,0,0
22.5,37.5,0,-0.03,-0.125,0,0,0,0,0
22.5,38.5,0,-0.03,-0.115,0,0,0,0,0
22.5,39.5,0,-0.03,-0.105,0,0,0,0,0
22.5,40.5,0,-0.03,-0.095,0,0,0,0,0
22.5,41.5,0,-0.03,-0.085,0,0,0,0,0
22.5,42.5,0,-0.03,-0.075,0,0,0,0,0
22.5,43.5,0,-0.03,-0.065,0,0,0,0,0
22.5,44.5,0,-0.03,-0.055,0,0,0,0,0
22.5,45.5,0,0,0,0,0,0,0,0
22.5,46.5,0,0,0,0,0,0,0,0
22.5,47.5,0,0,0,0,0,0,0,0
22.5,48.5,0,0,0,0,0,0,0,0
22.5,49.5,0,0,0,0,0,0,0,0
22.5,50.5,0,0,0,0,0,0,0,0
22.5,51.5,0,0,0,0,0,0,0,0
22.5,52.5,0,0,0,0,0,0,0,0
22.5,53.5,0,0,0,0,0,0,0,0
22.5,54.5,0,0,0,0,0,0,0,0
23.5,0.5,0,-0.033,-0.495,0,0,0,0,0
23.5,1.5,0,-0.033,-0.485,0,0,0,0,0
23.5,2.5,0,-0.033,-0.475,0,0,0,0,0
23.5,3.5,0,-0.033,-0.465,0,0,0,0,0
23.5,4.5,0,-0.033,-0.455,0,0,0,0,0
23.5,5.5,0,-0.033,-0.445,0,0,0,0,0
23.5,6.5,0,-0.033,-0.435,0,0,0,0,0
23.5,7.5,0,-0.033,-0.425,0,0,0,0,0
23.5,8.5,0,-0.033,-0.415,0,0,0,0,0
23.5,9.5,0,-0.033,-0.405,0,0,0,0,0
23.5,10.5,0,-0.033,-0.395,0,0,0,0,0
23.5,11.5,0,-0.033,-0.385,0,0,0,0,0
23.5,12.5,0,-0.033,-0.375,0,0,0,0,0
23.5,13.5,0,-0.033,-0.365,0,0,0,0,0
23.5,14.5,0,-0.033,-0.355,0,0,0,0,0
23.5,15.5,0,-0.033,-0.345,0,0,0,0,0
23.5,16.5,0,-0.033,-0.335,0,0,0,0,0
23.5,17.5,0,-0.033,-0.325,0,0,0,0,0
23.5,18.5,0,-0.033,-0.315,0,0,0,0,0
23.5,19.5,0,-0.033,-0.305,0,0,0,0,0
23.5,20.5,0,-0.033,-0.295,0,0,0,0,0
23.5,21.5,0,-0.033,-0.285,0,0,0,0,0
23.5,22.5,0,-0.033,-0.275,0,0,0,0,0
23.5,23.5,0,-0.033,-0.265,0,0,0,0,0
23.5,24.5,0,-0.033,-0.255,0,0,0,0,0
23.5,25.5,0,-0.033,-0.245,0,0,0,0,0
23.5,26.5,0,-0.033,-0.235,0,0,0,0,0
23.5,27.5,0,-0.033,-0.225,0,0,0,0,0
23.5,28.5,0,-0.033,-0.215,0,0,0,0,0
23.5,29.5,0,-0.033,-0.205,0,0,0,0,0
23.5,30.5,0,-0.033,-0.195,0,0,0,0,0
23.5,31.5,0,-0.033,-0.185,0,0,0,0,0
23.5,32.5,0,-0.033,-0.175,0,0,0,0,0
23.5,33.5,0,-0.033,-0.165,0,0,0,0,0
23.5,34.5,0,-0.033,-0.155,0,0,0,0,0
23.5,35.5,0,-0.033,-0.145,0,0,0,0,0
23.5,36.5,0,-0.033,-0.135,0,0,0,0,0
23.5,37.5,0,-0.033,-0.125,0,0,0,0,0
23.5,38.5,0,-0.033,-0.115,0,0,0,0,0
23.5,39.5,0,-0.033,-0.105,0,0,0,0,0
23.5,40.5,0,-0.033,-0.095,0,0,0,0,0
23.5,41.5,0,-0.033,-0.085,0,0,0,0,0
23.5,42.5,0,-0.033,-0.075,0,0,0,0,0
23.5,43.5,0,-0.033,-0.065,0,0,0,0,0
23.5,44.5,0,-0.033,-0.055,0,0,0,0,0
23.5,45.5,0,0,0,0,0,0,0,0
23.5,46.5,0,0,0,0,0,0,0,0
23.5,47.5,0,0,0,0,0,0,0,0
23.5,48.5,0,0,0,0,0,0,0,0
23.5,49.5,0,0,0,0,0,0,0,0
23.5,50.5,0,0,0,0,0,0,0,0
23.5,51.5,0,0,0,0,0,0,0,0
23.5,52.5,0,0,0,0,0,0,0,0
23.5,53.5,0,0,0,0,0,0,0,0
23.5,54.5,0,0,0,0,0,0,0,0
24.5,0.5,0,-0.036,-0.495,0,0,0,0,0
24.5,1.5,0,-0.036,-0.485,0,0,0,0,0
24.5,2.5,0,-0.036,-0.475,0,0,0,0,0
24.5,3.5,0,-0.036,-0.465,0,0,0,0,0
24.5,4.5,0,-0.036,-0.455,0,0,0,0,0
24.5,5.5,0,-0.036,-0.445,0,0,0,0,0
24.5,6.5,0,-0.036,-0.435,0,0,0,0,0
24.5,7.5,0,-0.036,-0.425,0,0,0,0,0
24.5,8.5,0,-0.036,-0.415,0,0,0,0,0
24.5,9.5,0,-0.036,-0.405,0,0,0,0,0
24.5,10.5,0,-0.036,-0.395,0,0,0,0,0
24.5,11.5,0,-0.036,-0.385,0,0,0,0,0
24.5,12.5,0,-0.036,-0.375,0,0,0,0,0
24.5,13.5,0,-0.036,-0.365,0,0,0,0,0
24.5,14.5,0,-0.036,-0.355,0,0,0,0,0
24.5,15.5,0,-0.036,-0.345,0,0,0,0,0
24.5,16.5,0,-0.036,-0.335,0,0,0,0,0
24.5,17.5,0,-0.036,-0.325,0,0,0,0,0
24.5,18.5,0,-0.036,-0.315,0,0,0,0,0
24.5,19.5,0,-0.036,-0.305,0,0,0,0,0
24.5,20.5,0,-0.036,-0.295,0,0,0,0,0
24.5,21.5,0,-0.036,-0.285,0,0,0,0,0
24.5,22.5,0,-0.036,-0.275,0,0,0,0,0
24.5,23.5,0,-0.036,-0.265,0,0,0,0,0
24.5,24.5,0,-0.036,-0.255,0,0,0,0,0
24.5,25.5,0,-0.036,-0.245,0,0,0,0,0
24.5,26.5,0,-0.036,-0.235,0,0,0,0,0
24.5,27.5,0,-0.036,-0.225,0,0,0,0,0
24.5,28.5,0,-0.036,-0.215,0,0,0,0,0
24.5,29.5,0,-0.036,-0.205,0,0,0,0,0
24.5,30.5,0,-0.036,-0.195,0,0,0,0,0
24.5,31.5,0,-0.036,-0.185,0,0,0,0,0
24.5,32.5,0,-0.036,-0.175,0,0,0,0,0
24.5,33.5,0,-0.036,-0.165,0,0,0,0,0
24.5,34.5,0,-0.036,-0.155,0,0,0,0,0
24.5,35.5,0,-0.036,-0.145,0,0,0,0,0
24.5,36.5,0,-0.036,-0.135,0,0,0,0,0
24.5,37.5,0,-0.036,-0.125,0,0,0,0,0
24.5,38.5,0,-0.036,-0.115,0,0,0,0,0
24.5,39.5,0,-0.036,-0.105,0,0,0,0,0
24.5,40.5,0,-0.036,-0.095,0,0,0,0,0
24.5,41.5,0,-0.036,-0.085,0,0,0,0,0
24.5,42.5,0,-0.036,-0.075,0,0,0,0,0
24.5,43.5,0,-0.036,-0.065,0,0,0,0,0
24.5,44.5,0,-0.036,-0.055,0,0,0,0,0
24.5,45.5,0,0,0,0,0,0,0,0
24.5,46.5,0,0,0,0,0,0,0,0
24.5,47.5,0,0,0,0,0,0,0,0
24.5,48.5,0,0,0,0,0,0,0,0
24.5,49.5,0,0,0,0,0,0,0,0
24.5,50.5,0,0,0,0,0,0,0,0
24.5,51.5,0,0,0,0,0,0,0,0
24.5,52.5,0,0,0,0,0,0,0,0
24.5,53.5,0,0,0,0,0,0,0,0
24.5,54.5,0,0,0,0,0,0,0,0
